latitude,longitude,area_in_meters,confidence,full_plus_code,Country,Province,State,County,Municipality,City,Suburb,Type,AddressType,Amenity,OSM_Type,OSM_ID,Building_material,Roof_materials,Surface,geometry,height_net,height_gross,vol_2025,vol_2030,pop_2025,pop_2030
-26.09378189,28.29710549,481.9503,0.952,5G5CW74W+FRQM,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Pomona,primary,road,,way,200123873.0,,,asphalt,POINT (28.29710549 -26.09378189),6.441211223602295,2.6965487003326416,26944.0,26944.0,15.109185218811035,16.213703155517578
-26.43700827,27.42690912,592.8349,0.9505,5G59HC7G+5QVJ,South Africa,,Gauteng,West Rand District Municipality,,Merafong City Local Municipality,Merafong City Ward 14,unclassified,road,,way,761220762.0,,,,POINT (27.42690912 -26.43700827),3.3009045124053955,0.9241113066673279,9243.0,9243.0,1.0095624923706055,0.9950469732284546
-29.13788194,24.67490527,403.2823,0.9591,5G26VM6F+RXRQ,South Africa,,Free State,Xhariep District Municipality,,Letsemeng Local Municipality,Letsemeng Ward 3,administrative,suburb,,relation,3595131.0,,,,POINT (24.67490527 -29.13788194),2.5,0.1589999943971634,2385.0,2385.0,1.9264541864395142,1.7468814849853516
-26.31596205,28.13153895,4267.9024,0.9574,5G5CM4MJ+JJ7C,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 94,unclassified,road,,way,595611582.0,,,asphalt,POINT (28.13153895 -26.31596205),8.928126335144043,4.608573913574219,46051.0,46051.0,0.17094860970973969,0.1825396567583084
-25.99294705,28.06567622,788.658,0.9614,5G6C2348+R7F4,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,,Johannesburg Ward 94,house,place,,node,10024190896.0,,,,POINT (28.06567622 -25.99294705),7.4525251388549805,3.616203546524048,36115.0,36115.0,0.0,0.0
-26.19732676,28.26444581,709.4922,0.9538,5G5CR737+3Q8V,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Boksburg-Noord,residential,road,,way,13738039.0,,,asphalt,POINT (28.26444581 -26.19732676),9.004773139953613,3.7567734718322754,37613.0,37613.0,0.5805255174636841,0.6243236064910889
-33.03410189,27.90924258,424.9773,0.956,4GR9XW85+9M5X,South Africa,,Eastern Cape,Buffalo City Metropolitan Municipality,,East London,West Bank,tertiary,road,,way,122256390.0,,,asphalt,POINT (27.90924258 -33.03410189),5.259380340576172,1.8354763984680176,18545.0,18545.0,34.90890121459961,35.430450439453125
-28.02742541,23.11043036,932.0126,0.964,5G35X4F6+25FX,South Africa,,Northern Cape,ZF Mgcawu District Municipality,,Tsantsabane Local Municipality,Tsantsabane Ward 3,training_area,military,,way,372691497.0,,,,POINT (23.11043036 -28.02742541),3.1449291706085205,1.1706023216247559,11705.0,11705.0,1.4747060537338257,1.452210545539856
-26.2127775,28.00666346,1726.4224,0.9728,5G5CQ2P4+VMMR,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Paarlshoop,unclassified,road,,way,478460194.0,,,asphalt,POINT (28.00666346 -26.2127775),10.484594345092773,3.6880714893341064,36927.0,36927.0,2.174363374710083,2.344475507736206
-26.21236208,28.11285798,3514.3242,0.9756,5G5CQ4Q7+345F,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Johannesburg Ward 57,unclassified,road,,way,27607557.0,,,asphalt,POINT (28.11285798 -26.21236208),7.799691677093506,2.279132127761841,22760.0,22760.0,0.0,0.0
-31.52024244,27.38243786,339.6717,0.9563,4GW9F9HJ+WX46,South Africa,,Eastern Cape,Chris Hani District Municipality,,Emalahleni Local Municipality,Ceyana,secondary,road,,way,58649146.0,,,unpaved,POINT (27.38243786 -31.52024244),2.5,0.09725750237703323,985.0,985.0,1.1346652507781982,0.9527770280838013
-27.96638327,27.02436793,276.7012,0.95,5G4922MF+CPXQ,South Africa,,Free State,Lejweleputswa District Municipality,,Matjhabeng Local Municipality,Matjhabeng Ward 3,residential,road,,way,136382677.0,,,asphalt,POINT (27.02436793 -27.96638327),2.992371082305908,1.3971500396728516,13992.0,13992.0,11.243277549743652,10.879098892211914
-26.02587879,27.9516477,943.3029,0.951,5G59XXF2+JMRW,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Randburg,Johannesburg Ward 96,service,road,,way,4959750.0,,,asphalt,POINT (27.9516477 -26.02587879),10.898442268371582,6.5632710456848145,65663.0,65663.0,0.0,0.0
-26.25690665,28.40667353,443.0215,0.9503,5G5CPCV4+6MMP,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 75,unclassified,road,,way,45087071.0,,,asphalt,POINT (28.40667353 -26.25690665),8.00828742980957,1.2907036542892456,12861.0,12861.0,0.0441952608525753,0.04741712287068367
-26.26472619,28.38427592,2477.6384,0.9566,5G5CP9PM+4P2X,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Sallies Village,unclassified,road,,way,207343140.0,,,asphalt,POINT (28.38427592 -26.26472619),8.222728729248047,4.366786956787109,43654.0,43654.0,5.870769023895264,6.258604049682617
-25.85102226,28.45299123,1129.3356,0.9573,5G6C4FX3+H5X4,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 101,tertiary,road,,way,747728668.0,,,asphalt,POINT (28.45299123 -25.85102226),2.5,0.3400300145149231,5098.0,5098.0,3.2809038162231445,3.3820204734802246
-26.620333,27.91597367,288.9591,0.9513,5G599WH8+V99J,South Africa,,Gauteng,Sedibeng District Municipality,,Emfuleni Local Municipality,Sonlandpark,residential,road,,way,125599254.0,,,,POINT (27.91597367 -26.620333),2.5,0.044975001364946365,448.0,448.0,0.47414085268974304,0.3812098205089569
-26.08886961,27.96931431,1628.0352,0.9554,5G59WX69+FP46,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Randburg,Malanshof,unclassified,road,,way,6170866.0,,,asphalt,POINT (27.96931431 -26.08886961),8.836902618408203,3.0023465156555176,30001.0,30001.0,0.0,0.0
-26.03555188,27.96126205,454.7978,0.9598,5G59XX76+QGCV,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Randburg,Noordhang,secondary,road,,way,742179874.0,,,asphalt,POINT (27.96126205 -26.03555188),8.339211463928223,4.892831802368164,48884.0,48884.0,0.0,0.0
-26.19552372,28.26382959,868.6755,0.9527,5G5CR737+QGW4,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Boksburg-Noord,residential,road,,way,13738039.0,,,asphalt,POINT (28.26382959 -26.19552372),8.060653686523438,3.721958637237549,37216.0,37216.0,0.4164208173751831,0.4478378891944885
-26.22211238,27.87347626,1165.4263,0.9542,5G59QVHF+595C,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Soweto,Mofolo North,bus_station,amenity,,node,8795437618.0,,,,POINT (27.87347626 -26.22211238),7.10032320022583,2.30621337890625,23069.0,23069.0,145.0648956298828,156.4141082763672
-30.23980096,21.52713595,361.986,0.9583,4GX3QG6G+3VCV,South Africa,,Northern Cape,Pixley ka Seme District Municipality,,Kareeberg Local Municipality,Kareeberg Ward 4,administrative,suburb,,relation,3578692.0,,,,POINT (21.52713595 -30.23980096),0.0,0.0,0.0,0.0,0.0,0.0
-29.10916789,26.24368235,886.978,0.9635,5G28V6RV+8FM9,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Mangaung Ward 17,unclassified,road,,way,208273761.0,,,,POINT (26.24368235 -29.10916789),8.316350936889648,2.81657338142395,38663.0,38663.0,1.0768027305603027,1.0589841604232788
-25.73954521,28.35640148,417.368,0.9608,5G6C7964+5HJ5,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 86,residential,road,,way,752704203.0,,,asphalt,POINT (28.35640148 -25.73954521),5.1094865798950195,2.024122953414917,20550.0,20550.0,160.5452423095703,158.58151245117188
-26.13808507,27.96011452,892.5574,0.9542,5G59VX66+Q29G,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Northcliff,school,amenity,,relation,8520129.0,,,,POINT (27.96011452 -26.13808507),8.58627986907959,2.7831225395202637,27828.0,27828.0,19.124595642089844,20.620817184448242
-30.88036936,26.79885791,512.9323,0.9509,4GX84Q9X+VG57,South Africa,,Eastern Cape,Joe Gqabi District Municipality,,Maletswai Local Municipality,Maletswai Ward 1,trunk,road,,way,5571146.0,,,asphalt,POINT (26.79885791 -30.88036936),2.5,0.4182700216770172,4183.0,4183.0,4.334823131561279,3.8711295127868652
-29.29746845,27.46774971,5205.1467,0.9628,5G29PF39+2399,,,,,,,,,,,,,,,,POINT (27.46774971 -29.29746845),8.31534194946289,4.2234954833984375,42209.0,42209.0,11.143444061279297,11.905203819274902
-27.63139775,28.08281972,2197.2068,0.9648,5G4C939M+C4W2,South Africa,,Free State,Thabo Mofutsanyana District Municipality,,Nketoana Local Municipality,Nketoana Ward 1,tertiary,road,,way,197951990.0,,,unpaved,POINT (28.08281972 -27.63139775),2.5,1.1983699798583984,12895.0,12895.0,6.698392391204834,5.706681251525879
-26.16397489,28.1998468,5327.3776,0.9715,5G5CR5PX+CW92,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Kruinhof,service,road,,way,602061564.0,,,asphalt,POINT (28.1998468 -26.16397489),9.888912200927734,4.190347194671631,41889.0,41889.0,0.7812122106552124,0.8383206725120544
-26.17998414,28.22790458,5037.3817,0.9639,5G5CR6CH+252Q,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Hughes Exts,secondary,road,,way,766472213.0,,,asphalt,POINT (28.22790458 -26.17998414),10.134594917297363,3.8776378631591797,38805.0,38805.0,1.6734062433242798,1.8138946294784546
-26.00584861,28.1262481,599.7617,0.9508,5G5CX4VG+MF95,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,,Halfway House,unclassified,road,,way,5006004.0,,,asphalt,POINT (28.1262481 -26.00584861),11.369930267333984,5.256387233734131,52575.0,52575.0,4.81027889251709,5.185673713684082
-32.98544794,27.64557014,390.3094,0.953,4GV92J7W+R6G2,South Africa,,Eastern Cape,Buffalo City Metropolitan Municipality,,,Buffalo City Ward 23,residential,road,,way,171603103.0,,,unpaved,POINT (27.64557014 -32.98544794),4.494553565979004,1.7150812149047852,17169.0,17169.0,46.15553665161133,46.71913146972656
-26.34511998,28.38822978,379.3993,0.9506,5G5CM93Q+X757,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 83,residential,road,,way,207342152.0,,,,POINT (28.38822978 -26.34511998),6.276073932647705,2.4744551181793213,24765.0,24765.0,164.26034545898438,176.26817321777344
-26.82564694,27.84708445,1024.2919,0.95,5G595RFW+PRW4,South Africa,,Free State,Fezile Dabi District Municipality,,Metsimaholo Local Municipality,Coalbrook,primary,road,,way,165788274.0,,,asphalt,POINT (27.84708445 -26.82564694),8.949856758117676,3.9445416927337646,39442.0,39442.0,5.244622707366943,5.325251579284668
-25.8716687,28.16376225,2334.6946,0.9623,5G6C45H7+8GJ7,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Zwartkop,doityourself,shop,,way,316485519.0,,,,POINT (28.16376225 -25.8716687),7.938075065612793,4.945833683013916,49510.0,49510.0,0.0,0.0
-25.76419587,28.14099549,688.6256,0.9576,5G6C64PR+89H5,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,Pretoria,Tshwane Ward 3,service,road,,way,539043172.0,,,asphalt,POINT (28.14099549 -25.76419587),7.741374969482422,5.007678508758545,50087.0,50087.0,1.1935503482818604,1.1639899015426636
-26.18136376,27.88710797,1034.2779,0.9675,5G59RV9P+FR5F,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Soweto,Johannesburg Ward 70,primary,road,,way,615948160.0,,,asphalt,POINT (27.88710797 -26.18136376),6.894077301025391,1.9151678085327148,19117.0,19117.0,0.6516931056976318,0.6784102320671082
-26.24956807,26.0685461,1256.6576,0.9552,5G58Q329+5CF7,South Africa,,North West,Ngaka Modiri Molema District Municipality,,Ditsobotla Local Municipality,Ditsobotla Ward 21,primary,road,,way,31976711.0,,,asphalt,POINT (26.0685461 -26.24956807),2.5,0.42040497064590454,4205.0,4205.0,7.414162635803223,5.675057888031006
-29.12882065,26.26568977,369.7984,0.9506,5G28V7C8+F7G2,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Oos Einde,service,road,,way,112731222.0,,,asphalt,POINT (26.26568977 -29.12882065),3.539041519165039,1.876286506652832,18760.0,18760.0,0.0,0.0
-28.76518074,24.75633722,819.2086,0.9542,5G366QM4+WGGQ,South Africa,,Northern Cape,Frances Baard District Municipality,,Kimberley,Sol Plaatje Ward 23,parking,amenity,,way,30184960.0,,,,POINT (24.75633722 -28.76518074),7.0478386878967285,2.03113055229187,20291.0,20291.0,5.303783893585205,5.844647407531738
-26.21606722,28.27484073,1384.4014,0.9595,5G5CQ7MF+HWG9,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Boksburg-Suid,unclassified,road,,way,35266752.0,,,asphalt,POINT (28.27484073 -26.21606722),11.331378936767578,5.83861780166626,58345.0,58345.0,0.30762434005737305,0.3300801217556
-29.10910912,25.4151544,1353.5606,0.9594,5G27VCR8+932Q,South Africa,,Free State,Xhariep District Municipality,,Letsemeng Local Municipality,Letsemeng Ward 6,residential,road,,way,797321695.0,,,,POINT (25.4151544 -29.10910912),3.2750730514526367,0.8621203899383545,8797.0,8797.0,2.8418848514556885,2.647289991378784
-26.15264132,27.79561987,692.3691,0.9507,5G59RQWW+W6X9,South Africa,,Gauteng,West Rand District Municipality,,Krugersdorp,Mogale City Ward 9,unclassified,road,,way,129654197.0,,,asphalt,POINT (27.79561987 -26.15264132),10.356348037719727,3.9360854625701904,39354.0,39354.0,0.9569752812385559,0.9934612512588501
-28.84192003,26.72158815,644.106,0.9529,5G385P5C+6JP5,South Africa,,Free State,Lejweleputswa District Municipality,,Masilonyana Local Municipality,Masilonyana Ward 3,residential,road,,way,823833941.0,,,,POINT (26.72158815 -28.84192003),2.5,0.18592749536037445,1870.0,1870.0,0.6549070477485657,0.5916019082069397
-32.82968295,27.45642534,4199.8132,0.9577,4GV95FC4+4HFP,South Africa,,Eastern Cape,Buffalo City Metropolitan Municipality,,,Ngqingeni,hospital,amenity,,way,154338092.0,,,,POINT (27.45642534 -32.82968295),5.442749977111816,2.56341552734375,25668.0,25668.0,91.91778564453125,92.3803482055664
-26.56470998,27.85319984,431.9495,0.9512,5G59CVP3+478M,South Africa,,Gauteng,Sedibeng District Municipality,,Emfuleni Local Municipality,Sebokeng Unit 12,residential,road,,way,113864823.0,,,dirt,POINT (27.85319984 -26.56470998),5.953051567077637,0.13796791434288025,1369.0,1369.0,5.69125509262085,6.06520938873291
-31.56744845,28.65173747,281.5488,0.9512,4GWCCMM2+2MH4,South Africa,,Eastern Cape,O.R. Tambo District Municipality,,King Sabata Dalindyebo Local Municipality,King Sabata Dalindyebo Ward 14,tertiary,road,,way,1117561653.0,,,asphalt,POINT (28.65173747 -31.56744845),2.5,0.8333575129508972,8478.0,8478.0,1.8235830068588257,1.4788953065872192
-26.52121281,27.35272427,475.2195,0.9505,5G59F9H3+G39C,South Africa,,Gauteng,West Rand District Municipality,,Merafong City Local Municipality,Merafong City Ward 20,unclassified,road,,way,759866808.0,,,,POINT (27.35272427 -26.52121281),2.5,1.1462275981903076,12545.0,12545.0,11.22929573059082,10.12264347076416
-29.23034766,26.77253366,1588.1073,0.9565,5G28QQ9F+V272,South Africa,,Free State,Mangaung Metropolitan Municipality,,Botshabelo,Mangaung Ward 30,unclassified,road,,way,798329295.0,,,,POINT (26.77253366 -29.23034766),2.5,0.5677149891853333,5678.0,5678.0,2.3382976055145264,2.2280001640319824
-29.0213683,24.8996311,422.3639,0.9523,5G26XVHX+FV26,South Africa,,Free State,Xhariep District Municipality,,Letsemeng Local Municipality,Letsemeng Ward 3,unclassified,road,,way,1085052467.0,,,,POINT (24.8996311 -29.0213683),2.5,0.6797775030136108,6788.0,6788.0,3.6923413276672363,3.2777764797210693
-26.16941569,28.21227314,10437.9563,0.9719,5G5CR6J6+6WJ8,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Elandsfontein Rail,tertiary,road,,way,35335594.0,,,asphalt,POINT (28.21227314 -26.16941569),10.47332763671875,5.130946159362793,52461.0,52461.0,0.003755945013836026,0.003983927890658379
-25.88294064,27.65526011,4921.34,0.9815,5G694M84+R4C7,South Africa,,Gauteng,West Rand District Municipality,,Mogale City Local Municipality,Mogale City Ward 32,residential,road,,way,759839950.0,,,,POINT (27.65526011 -25.88294064),2.5,1.0909724235534668,10900.0,10900.0,10.099239349365234,9.208064079284668
-26.07532889,28.12637469,10607.9608,0.9651,5G5CW4FG+VG9X,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Sandton,Buccleuch,unclassified,road,,way,546938544.0,,,asphalt,POINT (28.12637469 -26.07532889),2.5,0.06391000002622604,855.0,855.0,0.02378155291080475,0.02482217736542225
-29.3245263,27.49614468,514.0411,0.9542,5G29MFGW+5FJW,,,,,,,,,,,,,,,,POINT (27.49614468 -29.3245263),3.911839723587036,0.2863975167274475,4283.0,4283.0,4.054739475250244,4.350484371185303
-25.91808865,28.1263715,1671.8189,0.965,5G6C34JG+QG9H,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 77,service,road,,way,541969483.0,,,asphalt,POINT (28.1263715 -25.91808865),4.83486270904541,1.6069681644439697,21061.0,21061.0,0.0,0.0
-26.6935174,27.83580169,790.8446,0.9549,5G598R4P+H8V8,South Africa,,Gauteng,Sedibeng District Municipality,,Emfuleni Local Municipality,,public_building,amenity,,way,147729076.0,,,,POINT (27.83580169 -26.6935174),8.896575927734375,2.6196324825286865,27499.0,27499.0,5.163603782653809,5.502887725830078
-27.98188913,26.77757992,466.6523,0.9561,5G482Q9H+62WG,South Africa,,Free State,Lejweleputswa District Municipality,,Welkom,Voorspoed,primary,road,,way,379692440.0,,,asphalt,POINT (26.77757992 -27.98188913),6.292575836181641,1.6439104080200195,16430.0,16430.0,0.44761428236961365,0.43298107385635376
-26.04553903,27.92929342,2408.2086,0.9534,5G59XW3H+QPMF,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Roodepoort,Cosmo City,tertiary,road,,way,599952737.0,,,asphalt,POINT (27.92929342 -26.04553903),2.7104244232177734,0.6652303338050842,6649.0,6649.0,4.967690944671631,4.573729038238525
-26.6256846,27.92551799,1511.5576,0.9501,5G599WFG+P6CP,South Africa,,Gauteng,Sedibeng District Municipality,,Emfuleni Local Municipality,Springcol,residential,road,,way,769646679.0,,,,POINT (27.92551799 -26.6256846),5.101883411407471,1.2384618520736694,12377.0,12377.0,6.388062000274658,6.807801246643066
-26.25055175,27.84340198,788.2638,0.9574,5G59PRXV+Q9CX,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Soweto,Tladi,residential,road,,way,83245008.0,,,asphalt,POINT (27.84340198 -26.25055175),6.995978355407715,3.775477647781372,37764.0,37764.0,135.9128875732422,146.54608154296875
-26.75010935,27.01003605,286.6251,0.9518,5G5962X6+X23J,South Africa,,North West,Dr Kenneth Kaunda District Municipality,,Potchefstroom,Tlokwe Ward 1,school,amenity,,way,1134459231.0,,,,POINT (27.01003605 -26.75010935),5.126938819885254,1.3158236742019653,13156.0,13156.0,46.67074966430664,48.75728988647461
-29.27239798,25.71077741,431.646,0.9616,5G27PPH6+28R5,South Africa,,Free State,Xhariep District Municipality,,Kopanong Local Municipality,Kopanong Ward 7,administrative,suburb,,relation,3595151.0,,,,POINT (25.71077741 -29.27239798),2.5,0.5083324909210205,5150.0,5150.0,2.7801625728607178,2.5169875621795654
-27.73306711,23.01105685,896.6009,0.9668,5G457286+QCF9,South Africa,,Northern Cape,John Taolo Gaetsewe District Municipality,,Gamagara Local Municipality,Gamagara Ward 5,parking,amenity,,way,414404174.0,,,asphalt,POINT (23.01105685 -27.73306711),6.304756164550781,2.6944384574890137,26928.0,26928.0,0.34231775999069214,0.35477638244628906
-28.77024603,24.76601293,425.5858,0.9563,5G366QH8+WC23,South Africa,,Northern Cape,Frances Baard District Municipality,,Kimberley,Southridge,unclassified,road,,way,775264268.0,,,paved,POINT (24.76601293 -28.77024603),6.8994340896606445,2.5910067558288574,27487.0,27487.0,6.7691497802734375,7.3484649658203125
-25.80233102,28.49455807,404.3246,0.9549,5G6C5FXV+3R7Q,South Africa,,Gauteng,City of Tshwane Metropolitan Municipality,,,Tshwane Ward 101,residential,road,,way,747779289.0,,,unpaved,POINT (28.49455807 -25.80233102),2.5,0.15309499204158783,2295.0,2295.0,4.493546485900879,4.414557933807373
-31.91669541,26.87646145,2422.7284,0.9612,4GW83VMG+8HG5,South Africa,,Eastern Cape,Chris Hani District Municipality,,Lukhanji Local Municipality,Lukhanji Ward 22,residential,road,,way,217129856.0,,,,POINT (26.87646145 -31.91669541),2.578787326812744,0.4775785207748413,4766.0,4766.0,2.048560380935669,2.0048656463623047
-27.66435367,27.22833874,1077.052,0.9553,5G4986PH+784X,South Africa,,Free State,Fezile Dabi District Municipality,,Moqhaka Local Municipality,Gunhill,tertiary,road,,way,395915038.0,,,asphalt,POINT (27.22833874 -27.66435367),7.700072288513184,2.222849130630493,22246.0,22246.0,3.2469263076782227,3.281731128692627
-26.55682111,28.6521161,2483.7046,0.9629,5G5CCMV2+7RH4,South Africa,,Mpumalanga,Gert Sibande,,Dipaleseng Local Municipality,Dipaleseng Ward 2,secondary,road,,way,770616128.0,,,asphalt,POINT (28.6521161 -26.55682111),2.5,0.06966749578714371,1043.0,1043.0,0.2959321141242981,0.29278329014778137
-26.70556791,27.08601424,633.5446,0.9519,5G5973VP+QCC7,South Africa,,North West,Dr Kenneth Kaunda District Municipality,,Tlokwe Local Municipality,Tlokwe Ward 25,tertiary,road,,way,761915903.0,,,asphalt,POINT (27.08601424 -26.70556791),6.887518882751465,1.792208194732666,18038.0,18038.0,7.418126106262207,7.7497735023498535
-28.70803359,24.77849569,2669.1004,0.9513,5G367QRH+Q9QQ,South Africa,,Northern Cape,Frances Baard District Municipality,,Kimberley,Sol Plaatje Ward 21,service,road,,way,32699397.0,,,asphalt,POINT (24.77849569 -28.70803359),6.647165775299072,4.547452449798584,45453.0,45453.0,0.7933626770973206,0.8813246488571167
-26.20435126,28.40922187,334.373,0.9536,5G5CQCW5+7M5R,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Dersley,tertiary,road,,way,45087576.0,,,asphalt,POINT (28.40922187 -26.20435126),2.6263785362243652,0.9682722687721252,9686.0,9686.0,0.0,0.0
-26.5447832,28.3477546,435.8049,0.9505,5G5CF84X+34JJ,South Africa,,Gauteng,Sedibeng District Municipality,,Lesedi Local Municipality,Lesedi Ward 11,school,amenity,,way,1104810688.0,,,,POINT (28.3477546 -26.5447832),2.5,0.2878875136375427,2893.0,2893.0,13.084599494934082,13.330636024475098
-26.35816175,27.39336016,922.5542,0.9518,5G59J9RV+P8QG,South Africa,,Gauteng,West Rand District Municipality,,Merafong City Local Municipality,Merafong City Ward 16,unclassified,road,,way,123519672.0,,,asphalt,POINT (27.39336016 -26.35816175),6.963681697845459,2.345402717590332,23454.0,23454.0,47.82329559326172,49.62616729736328
-26.20378366,27.70546214,627.198,0.9507,5G59QPW4+F5PQ,South Africa,,Gauteng,West Rand District Municipality,,Randfontein Local Municipality,Government Village,residential,road,,way,129556322.0,,,asphalt,POINT (27.70546214 -26.20378366),7.021188735961914,3.3911921977996826,33912.0,33912.0,43.66627883911133,44.80211639404297
-27.2382286,27.56648994,848.2306,0.9501,5G49QH68+PH5W,South Africa,,Free State,Fezile Dabi District Municipality,,Ngwathe Local Municipality,Koppies,residential,road,,way,816750128.0,,,,POINT (27.56648994 -27.2382286),2.775097370147705,0.48463743925094604,5717.0,5717.0,3.1575326919555664,3.0204520225524902
-33.03008625,26.98252956,3925.1486,0.9561,4GR8XX9M+X26H,South Africa,,Eastern Cape,Amathole District Municipality,,Ngqushwa Local Municipality,Ngqushwa Ward 4,administrative,suburb,,relation,3592295.0,,,,POINT (26.98252956 -33.03008625),2.5,0.7767200469970703,7768.0,7768.0,12.947875022888184,11.881875038146973
-26.25800349,27.93205624,469.4551,0.9505,5G59PWRJ+QRVX,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,,Soweto,Johannesburg Ward 26,residential,road,,way,61759426.0,,,asphalt,POINT (27.93205624 -26.25800349),7.266019344329834,3.0015780925750732,30001.0,30001.0,26.599567413330078,28.68059539794922
-28.25901278,26.78438354,412.1501,0.9501,5G38PQRM+9QRF,South Africa,,Free State,Lejweleputswa District Municipality,,Masilonyana Local Municipality,Masilonyana Ward 6,unclassified,road,,way,216941784.0,,,,POINT (26.78438354 -28.25901278),2.5548627376556396,0.41524696350097656,5151.0,5151.0,0.0,0.0
-26.14414194,28.21381367,2328.517,0.961,5G5CV647+8GW6,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Ekurhuleni Ward 17,unclassified,road,,way,823475528.0,,,asphalt,POINT (28.21381367 -26.14414194),11.889119148254395,4.280510902404785,42765.0,42765.0,0.017446918413043022,0.018722331151366234
-27.79799212,28.43027145,2036.1562,0.9584,5G4C6C2J+R428,South Africa,,Free State,Thabo Mofutsanyana District Municipality,,Nketoana Local Municipality,Nketoana Ward 6,residential,road,,way,136473365.0,,,,POINT (28.43027145 -27.79799212),6.800997734069824,3.680509328842163,36787.0,36787.0,11.912761688232422,11.274008750915527
-26.58327824,24.16309521,365.115,0.9588,5G56C587+M6QR,South Africa,,North West,Dr Ruth Segomotsi Mompati District Municipality,,Kagisano-Molopo Local Municipality,Kagisano-Molopo Ward 14,residential,road,,way,778540958.0,,,,POINT (24.16309521 -26.58327824),5.598154067993164,1.1857730150222778,11868.0,11868.0,9.111019134521484,9.224817276000977
-26.49467326,28.39639092,2195.8864,0.9673,5G5CG94W+4HJ4,South Africa,,Gauteng,Sedibeng District Municipality,,Lesedi Local Municipality,Lesedi Ward 11,unclassified,road,,way,94233088.0,,,unpaved,POINT (28.39639092 -26.49467326),2.5,0.7907100319862366,11858.0,11858.0,4.727835655212402,4.432818412780762
-26.026481,28.21444134,1200.4338,0.9528,5G5CX6F7+CQ4J,South Africa,,Gauteng,City of Ekurhuleni Metropolitan Municipality,,,Jiyana,school,amenity,,way,136961667.0,,,,POINT (28.21444134 -26.026481),7.511854648590088,3.0797178745269775,30799.0,30799.0,117.64281463623047,126.24279022216797
-29.12789433,26.25891078,536.09,0.9545,5G28V7C5+RHV6,South Africa,,Free State,Mangaung Metropolitan Municipality,,Bloemfontein,Oos Einde,service,road,,way,112731180.0,,,asphalt,POINT (26.25891078 -29.12789433),8.181775093078613,3.8028481006622314,38045.0,38045.0,0.0,0.0
-26.22537132,28.11965201,1261.0316,0.9614,5G5CQ4F9+VV25,South Africa,,Gauteng,City of Johannesburg Metropolitan Municipality,City of Johannesburg Metropolitan Municipality,Johannesburg,Johannesburg Ward 57,unclassified,road,,way,42209990.0,,,asphalt,POINT (28.11965201 -26.22537132),11.775253295898438,6.189002513885498,61867.0,61867.0,2.131289482116699,2.276393175125122
-27.94709859,22.80667931,425.2258,0.9524,5G443R34+5M74,South Africa,,Northern Cape,John Taolo Gaetsewe District Municipality,,Gamagara Local Municipality,Gamagara Ward 3,administrative,suburb,,relation,3579165.0,,,,POINT (22.80667931 -27.94709859),2.5,0.3522374927997589,3645.0,3645.0,1.3578242063522339,1.3625736236572266
